# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PLA2G4D	ENSG00000159337	ENST00000560132	retained_intron	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLA2G4D	ENSG00000159337	ENST00000560932	retained_intron	0	0	0	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4
PLA2G4E	ENSG00000188089	ENST00000399518	protein_coding	0	5	2	42	0	2	2	0	40	2	0	0	0	0	0	1	0	0	0	0	0	2	1
PLA2G4E	ENSG00000188089	ENST00000413860	protein_coding	0	5	4	33	0	0	0	0	25	4	0	0	0	0	0	1	0	0	0	0	0	4	9
PLA2G4E	ENSG00000188089	ENST00000547930	retained_intron	0	1	0	20	0	0	0	0	7	0	3	0	0	0	0	1	0	0	0	0	0	0	11
PLA2G4E	ENSG00000188089	ENST00000551073	retained_intron	0	0	0	8	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PLA2G4F	ENSG00000168907	ENST00000290497	nonsense_mediated_decay	0	0	1	35	8	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PLA2G4F	ENSG00000168907	ENST00000382396	protein_coding	0	5	3	28	1	0	0	0	26	3	0	0	0	0	0	0	0	0	0	0	0	5	1
PLA2G4F	ENSG00000168907	ENST00000397272	protein_coding	0	5	3	28	1	0	0	0	26	3	0	0	0	0	0	0	0	0	0	0	0	5	1
PLA2G4F	ENSG00000168907	ENST00000561627	nonsense_mediated_decay	0	0	1	24	0	0	0	11	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PLA2G4F	ENSG00000168907	ENST00000561893	retained_intron	0	0	0	23	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8
PLA2G4F	ENSG00000168907	ENST00000562320	nonsense_mediated_decay	0	0	0	21	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11
PLA2G4F	ENSG00000168907	ENST00000565553	nonsense_mediated_decay	0	0	1	18	2	0	0	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PLA2G4F	ENSG00000168907	ENST00000569985	nonsense_mediated_decay	0	2	2	32	5	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	2	1
PLCB2	ENSG00000137841	ENST00000260402	protein_coding	0	2	1	14	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	2	2
PLCB2	ENSG00000137841	ENST00000456256	protein_coding	0	2	1	14	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	2	2
PLCB2	ENSG00000137841	ENST00000543785	protein_coding	0	0	0	10	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLCB2	ENSG00000137841	ENST00000557821	protein_coding	4	2	1	14	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	4	2	2
PLCB2	ENSG00000137841	ENST00000558409	retained_intron	0	0	0	8	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PLCB2	ENSG00000137841	ENST00000558505	retained_intron	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLCB2	ENSG00000137841	ENST00000558588	nonsense_mediated_decay	0	2	0	14	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	2
PLCB2	ENSG00000137841	ENST00000559381	retained_intron	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLCB2	ENSG00000137841	ENST00000559618	nonsense_mediated_decay	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PLCB2	ENSG00000137841	ENST00000559634	retained_intron	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLCB2	ENSG00000137841	ENST00000559671	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLCB2	ENSG00000137841	ENST00000560009	retained_intron	0	0	0	7	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4
PLCB2	ENSG00000137841	ENST00000560093	retained_intron	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PLCB2	ENSG00000137841	ENST00000560701	retained_intron	0	0	0	6	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2
PLCB2	ENSG00000137841	ENST00000561378	retained_intron	0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
PLCB2-AS1	ENSG00000259307	ENST00000559520	antisense	0	0	0	8	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
PLCD3	ENSG00000161714	ENST00000322765	protein_coding	0	2	0	10	1	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	2	1
PLCD3	ENSG00000161714	ENST00000412978	nonsense_mediated_decay	0	0	0	9	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PLCD3	ENSG00000161714	ENST00000538093	protein_coding	0	0	0	8	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLCD3	ENSG00000161714	ENST00000538988	protein_coding	0	0	0	7	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PLCD3	ENSG00000161714	ENST00000539433	protein_coding	0	1	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
PLCD3	ENSG00000161714	ENST00000540511	processed_transcript	0	0	0	15	0	0	0	4	7	0	3	0	0	0	0	0	0	0	0	0	0	0	1
PLCD3	ENSG00000161714	ENST00000542173	retained_intron	0	0	0	7	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PLCD3	ENSG00000161714	ENST00000543623	processed_transcript	0	0	0	7	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3
PLCD3	ENSG00000161714	ENST00000544333	retained_intron	0	0	0	9	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
PLCD3	ENSG00000161714	ENST00000544446	processed_transcript	0	0	0	7	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLCD3	ENSG00000161714	ENST00000545702	processed_transcript	0	0	0	9	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
PLCD3	ENSG00000161714	ENST00000546350	retained_intron	0	0	0	8	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PLCD3	ENSG00000161714	ENST00000590644	protein_coding	0	0	0	8	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLCG2	ENSG00000197943	ENST00000359376	protein_coding	0	6	0	44	1	0	0	1	44	0	0	0	0	0	0	2	0	0	0	0	0	4	0
PLCG2	ENSG00000197943	ENST00000562605	processed_transcript	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCG2	ENSG00000197943	ENST00000563193	protein_coding	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLCG2	ENSG00000197943	ENST00000563269	retained_intron	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLCG2	ENSG00000197943	ENST00000563375	nonsense_mediated_decay	0	0	0	8	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCG2	ENSG00000197943	ENST00000563834	processed_transcript	0	0	0	8	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PLCG2	ENSG00000197943	ENST00000565020	retained_intron	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PLCG2	ENSG00000197943	ENST00000565054	protein_coding	0	2	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PLCG2	ENSG00000197943	ENST00000565400	processed_transcript	0	0	0	13	0	0	0	4	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLCG2	ENSG00000197943	ENST00000567356	retained_intron	0	1	0	13	0	0	0	5	3	0	2	0	0	0	0	1	0	0	0	0	0	0	4
PLCG2	ENSG00000197943	ENST00000567373	retained_intron	0	0	0	8	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLCG2	ENSG00000197943	ENST00000567980	retained_intron	0	1	0	34	0	0	0	1	26	0	4	0	0	0	0	1	0	0	0	0	0	0	4
PLCG2	ENSG00000197943	ENST00000569523	processed_transcript	0	0	0	11	0	0	0	4	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLCG2	ENSG00000197943	ENST00000569929	retained_intron	0	0	0	23	0	0	0	0	19	0	4	0	0	0	0	0	0	0	0	0	0	0	0
PLCG2	ENSG00000197943	ENST00000570196	retained_intron	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLCG2	ENSG00000197943	ENST00000570198	retained_intron	0	0	0	8	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD2	ENSG00000129219	ENST00000263088	protein_coding	0	2	1	17	0	0	0	0	17	1	0	0	0	0	0	1	0	0	0	0	0	2	0
PLD2	ENSG00000129219	ENST00000571273	retained_intron	0	0	0	14	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PLD2	ENSG00000129219	ENST00000572127	retained_intron	0	0	0	14	0	0	0	7	3	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PLD2	ENSG00000129219	ENST00000572199	retained_intron	0	0	0	11	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
PLD2	ENSG00000129219	ENST00000572940	protein_coding	0	2	1	17	0	0	0	0	17	1	0	0	0	0	0	1	0	0	0	0	0	2	0
PLD2	ENSG00000129219	ENST00000573258	retained_intron	0	0	0	12	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PLD2	ENSG00000129219	ENST00000574268	retained_intron	0	0	0	6	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD2	ENSG00000129219	ENST00000574796	retained_intron	0	0	0	11	0	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PLD2	ENSG00000129219	ENST00000575246	nonsense_mediated_decay	0	0	0	20	1	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD2	ENSG00000129219	ENST00000575316	protein_coding	0	0	0	6	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD2	ENSG00000129219	ENST00000575813	nonsense_mediated_decay	0	0	0	14	1	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PLD2	ENSG00000129219	ENST00000575945	retained_intron	0	1	0	11	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	7
PLD2	ENSG00000129219	ENST00000576329	retained_intron	0	0	0	12	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PLD2	ENSG00000129219	ENST00000576864	protein_coding	0	1	1	12	0	0	0	0	8	1	0	0	0	0	0	1	0	0	0	0	0	1	4
PLD2	ENSG00000129219	ENST00000576983	protein_coding	0	0	0	14	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PLEKHG4	ENSG00000196155	ENST00000360461	protein_coding	0	0	3	5	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000379344	protein_coding	0	0	3	5	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000393966	nonsense_mediated_decay	0	0	0	8	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000427155	protein_coding	0	0	3	5	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000450733	protein_coding	0	0	3	5	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000562144	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000562289	retained_intron	0	0	0	6	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PLEKHG4	ENSG00000196155	ENST00000562744	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000563969	nonsense_mediated_decay	0	0	0	8	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000565773	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000565899	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000567136	nonsense_mediated_decay	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLEKHG4	ENSG00000196155	ENST00000567938	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000568621	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG4	ENSG00000196155	ENST00000569875	protein_coding	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLEKHH3	ENSG00000068137	ENST00000293349	protein_coding	0	0	0	6	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHH3	ENSG00000068137	ENST00000412503	protein_coding	0	0	0	6	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHH3	ENSG00000068137	ENST00000456950	processed_transcript	0	0	0	6	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHH3	ENSG00000068137	ENST00000587627	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHH3	ENSG00000068137	ENST00000591022	protein_coding	0	0	0	6	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHH3	ENSG00000068137	ENST00000591196	nonsense_mediated_decay	0	0	0	6	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHH3	ENSG00000068137	ENST00000591476	retained_intron	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHH3	ENSG00000068137	ENST00000591490	retained_intron	0	0	0	6	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHH3	ENSG00000068137	ENST00000591544	processed_transcript	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHH3	ENSG00000068137	ENST00000592974	processed_transcript	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHM1	ENSG00000225190	ENST00000421073	protein_coding	0	0	0	6	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000430334	protein_coding	0	0	0	6	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000446609	nonsense_mediated_decay	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000579131	processed_transcript	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000579197	nonsense_mediated_decay	0	0	0	6	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000580205	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000580404	processed_transcript	0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000581448	nonsense_mediated_decay	0	0	0	6	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000581932	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000582035	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHM1	ENSG00000225190	ENST00000582119	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000583150	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000584420	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000585506	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000586084	nonsense_mediated_decay	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000586562	processed_transcript	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000589780	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000590991	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	ENSG00000225190	ENST00000591580	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1P	ENSG00000214176	ENST00000397718	processed_transcript	0	0	0	10	0	0	0	1	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1P	ENSG00000214176	ENST00000440036	transcribed_unprocessed_pseudogene	0	0	0	15	0	0	0	3	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1P	ENSG00000214176	ENST00000578036	processed_transcript	0	0	0	19	0	0	0	1	11	0	7	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1P	ENSG00000214176	ENST00000580919	processed_transcript	1	0	0	13	0	0	0	3	9	0	2	0	0	1	0	0	0	0	0	0	0	0	0
PLEKHM1P	ENSG00000214176	ENST00000582201	transcribed_unprocessed_pseudogene	1	0	0	17	0	0	0	1	9	0	7	0	0	1	0	0	0	0	0	0	0	0	1
PLEKHM1P	ENSG00000214176	ENST00000582986	processed_transcript	0	0	0	19	0	0	0	2	11	0	6	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1P	ENSG00000214176	ENST00000584585	processed_transcript	0	0	0	9	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHO2	ENSG00000241839	ENST00000323544	protein_coding	0	0	0	5	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLIN1	ENSG00000166819	ENST00000300055	protein_coding	0	1	1	10	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0	0	0	1	2
PLIN1	ENSG00000166819	ENST00000430628	protein_coding	0	1	1	10	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0	0	0	1	2
PLIN1	ENSG00000166819	ENST00000531697	retained_intron	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLIN1	ENSG00000166819	ENST00000560330	protein_coding	0	0	0	9	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PLK1	ENSG00000166851	ENST00000300093	protein_coding	0	0	0	5	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLK1	ENSG00000166851	ENST00000562272	retained_intron	0	0	0	5	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLK1	ENSG00000166851	ENST00000562407	retained_intron	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLK1	ENSG00000166851	ENST00000564202	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLK1	ENSG00000166851	ENST00000564794	retained_intron	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLK1	ENSG00000166851	ENST00000564947	retained_intron	0	0	0	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PLK1	ENSG00000166851	ENST00000567897	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLK1	ENSG00000166851	ENST00000568568	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLK1	ENSG00000166851	ENST00000570220	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLLP	ENSG00000102934	ENST00000219207	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLLP	ENSG00000102934	ENST00000564018	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLLP	ENSG00000102934	ENST00000569059	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLXDC1	ENSG00000161381	ENST00000315392	protein_coding	0	0	0	11	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000394316	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000394318	retained_intron	0	0	0	11	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000415163	protein_coding	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000441877	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000444435	processed_transcript	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLXDC1	ENSG00000161381	ENST00000444911	protein_coding	0	0	0	11	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000461225	retained_intron	0	0	0	11	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000493200	processed_transcript	0	0	0	11	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000539608	protein_coding	0	0	0	11	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000577838	processed_transcript	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLXDC1	ENSG00000161381	ENST00000577941	processed_transcript	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000578277	retained_intron	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLXDC1	ENSG00000161381	ENST00000578390	nonsense_mediated_decay	0	0	0	11	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000578517	retained_intron	0	0	0	11	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000578808	nonsense_mediated_decay	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000579190	protein_coding	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000579279	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLXDC1	ENSG00000161381	ENST00000579417	retained_intron	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000580667	processed_transcript	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSG00000161381	ENST00000582025	retained_intron	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLXDC1	ENSG00000161381	ENST00000583285	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMAIP1	ENSG00000141682	ENST00000269518	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMAIP1	ENSG00000141682	ENST00000316660	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMAIP1	ENSG00000141682	ENST00000590596	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMFBP1	ENSG00000118557	ENST00000237353	protein_coding	0	0	1	10	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PMFBP1	ENSG00000118557	ENST00000355636	protein_coding	0	0	1	10	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PMFBP1	ENSG00000118557	ENST00000379073	nonsense_mediated_decay	0	0	0	11	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMFBP1	ENSG00000118557	ENST00000537392	nonsense_mediated_decay	0	0	0	10	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMFBP1	ENSG00000118557	ENST00000537465	protein_coding	0	0	1	10	1	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PMFBP1	ENSG00000118557	ENST00000537792	protein_coding	0	0	1	16	1	0	0	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	3
PML	ENSG00000140464	ENST00000268058	protein_coding	0	1	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PML	ENSG00000140464	ENST00000268059	protein_coding	0	0	2	6	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PML	ENSG00000140464	ENST00000354026	protein_coding	0	0	2	6	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PML	ENSG00000140464	ENST00000359928	protein_coding	0	0	0	11	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
